	TCR_401AB	TCR_403A	TCR_403B	TCR_464A	TCR_471A	TCR_663	TCR_668	TCR_669	TCR_672
clonotype1705	0	0	0	0	0	1	0	1	1
clonotype1706	0	0	0	0	0	1	0	1	1
clonotype1707	0	0	0	0	0	1	0	1	1
clonotype1708	0	0	0	0	0	1	0	1	1
clonotype1709	0	0	0	0	0	1	0	1	1
clonotype1710	0	0	0	0	0	1	0	1	1
clonotype1711	0	0	0	0	0	1	0	1	1
clonotype1712	0	0	0	0	0	1	0	1	1
clonotype1713	0	0	0	0	0	1	0	1	1
clonotype1714	0	0	0	0	0	1	0	1	1
clonotype1715	0	0	0	0	0	1	0	1	0
clonotype1716	0	0	0	0	0	1	0	1	1
clonotype1717	0	0	0	0	0	1	0	1	1
clonotype1718	0	0	0	0	0	1	0	1	1
clonotype1719	0	0	0	0	0	1	0	1	1
clonotype1720	0	0	0	0	0	1	0	0	1
clonotype1721	0	0	0	0	0	1	0	1	1
clonotype1722	0	0	0	0	0	1	0	1	1
clonotype1723	0	0	0	0	0	1	0	1	1
clonotype1724	0	0	0	0	0	1	0	1	1
clonotype1725	0	0	0	0	0	1	0	1	1
clonotype1726	0	0	0	0	0	1	0	1	1
clonotype1727	0	0	0	0	0	1	0	1	1
clonotype1728	0	0	0	0	0	1	0	1	1
clonotype1729	0	0	0	0	0	1	0	1	1
clonotype1730	0	0	0	0	0	1	0	1	1
clonotype1731	0	0	0	0	0	1	0	1	1
clonotype1732	0	0	0	0	0	1	0	1	1
clonotype1733	0	0	0	0	0	1	0	1	1
clonotype1734	0	0	0	0	0	1	0	1	1
clonotype1735	0	0	0	0	0	1	0	1	1
clonotype1736	0	0	0	0	0	1	0	1	1
clonotype1737	0	0	0	0	0	1	0	1	1
clonotype1738	0	0	0	0	0	1	0	1	1
clonotype1739	0	0	0	0	0	1	0	1	1
clonotype1740	0	0	0	0	0	1	0	1	1
clonotype1741	0	0	0	0	0	1	0	1	1
clonotype1742	0	0	0	0	0	1	0	1	1
clonotype1743	0	0	0	0	0	1	0	1	1
clonotype1744	0	0	0	0	0	1	0	1	1
clonotype1745	0	0	0	0	0	1	0	1	1
clonotype1746	0	0	0	0	0	1	0	1	1
clonotype1747	0	0	0	0	0	1	0	1	1
clonotype1748	0	0	0	0	0	1	0	1	1
clonotype1749	0	0	0	0	0	1	0	1	1
clonotype1750	0	0	0	0	0	1	0	1	1
clonotype1751	0	0	0	0	0	1	0	1	1
clonotype1752	0	0	0	0	0	1	0	1	1
clonotype1753	0	0	0	0	0	1	0	1	1
clonotype1754	0	0	0	0	0	1	0	1	1
clonotype1755	0	0	0	0	0	1	0	1	1
clonotype1756	0	0	0	0	0	1	0	1	1
clonotype1757	0	0	0	0	0	1	0	1	1
clonotype1758	0	0	0	0	0	1	0	1	1
clonotype1759	0	0	0	0	0	1	0	1	1
clonotype1760	0	0	0	0	0	1	0	1	1
clonotype1761	0	0	0	0	0	1	0	1	1
clonotype1762	0	0	0	0	0	1	0	1	1
clonotype1763	0	0	0	0	0	1	0	1	1
clonotype1764	0	0	0	0	0	1	0	1	1
clonotype1765	0	0	0	0	0	1	0	1	1
clonotype1766	0	0	0	0	0	1	0	1	1
clonotype1767	0	0	0	0	0	1	0	1	1
clonotype1768	0	0	0	0	0	1	0	1	1
clonotype1769	0	0	0	0	0	1	0	1	1
clonotype1770	0	0	0	0	0	1	0	1	1
clonotype1771	0	0	0	0	0	1	0	1	1
clonotype1772	0	0	0	0	0	1	0	1	1
clonotype1773	0	0	0	0	0	1	0	1	1
clonotype1774	0	0	0	0	0	1	0	1	1
clonotype1775	0	0	0	0	0	1	0	1	1
clonotype1776	0	0	0	0	0	1	0	1	1
clonotype1777	0	0	0	0	0	1	0	1	1
clonotype1778	0	0	0	0	0	1	0	1	1
clonotype1779	0	0	0	0	0	1	0	1	1
clonotype1780	0	0	0	0	0	1	0	1	1
clonotype1781	0	0	0	0	0	1	0	1	1
clonotype1782	0	0	0	0	0	1	0	1	1
clonotype1783	0	0	0	0	0	1	0	1	1
clonotype1784	0	0	0	0	0	1	0	1	1
clonotype1785	0	0	0	0	0	1	0	1	1
clonotype1786	0	0	0	0	0	1	0	1	1
clonotype1787	0	0	0	0	0	1	0	1	1
clonotype1788	0	0	0	0	0	1	0	1	1
clonotype1789	0	0	0	0	0	1	0	1	1
clonotype1790	0	0	0	0	0	1	0	1	1
clonotype1791	0	0	0	0	0	1	0	1	1
clonotype1792	0	0	0	0	0	1	0	1	1
clonotype1793	0	0	0	0	0	1	0	1	1
clonotype1794	0	0	0	0	0	1	0	1	1
clonotype1795	0	0	0	0	0	1	0	1	1
clonotype1796	0	0	0	0	0	1	0	1	0
clonotype1797	0	0	0	0	0	1	0	1	1
clonotype1798	0	0	0	0	0	1	0	1	1
clonotype1799	0	0	0	0	0	1	0	1	1
clonotype1800	0	0	0	0	0	1	0	1	1
clonotype1801	0	0	0	0	0	1	0	1	1
clonotype1802	0	0	0	0	0	1	0	1	1
clonotype1803	0	0	0	0	0	1	0	1	1
clonotype1804	0	0	0	0	0	1	0	1	1
clonotype1805	0	0	0	0	0	1	0	1	1
clonotype1806	0	0	0	0	0	1	0	1	1
clonotype1807	0	0	0	0	0	1	0	1	1
clonotype1808	0	0	0	0	0	1	0	1	1
clonotype1809	0	0	0	0	0	1	0	1	1
clonotype1810	0	0	0	0	0	1	0	1	1
clonotype1811	0	0	0	0	0	1	0	1	1
clonotype1812	0	0	0	0	0	1	0	1	1
clonotype1813	0	0	0	0	0	1	0	1	1
clonotype1814	0	0	0	0	0	1	0	1	1
clonotype1815	0	0	0	0	0	1	0	1	1
clonotype1816	0	0	0	0	0	1	0	1	1
clonotype1817	0	0	0	0	0	1	0	1	1
clonotype1818	0	0	0	0	0	1	0	1	1
clonotype1819	0	0	0	0	0	1	0	1	1
clonotype1820	0	0	0	0	0	1	0	1	1
clonotype1821	0	0	0	0	0	1	0	1	1
clonotype1822	0	0	0	0	0	1	0	1	1
clonotype1823	0	0	0	0	0	1	0	1	1
clonotype1824	0	0	0	0	0	1	0	1	1
clonotype1825	0	0	0	0	0	1	0	1	1
clonotype1826	0	0	0	0	0	1	0	1	1
clonotype1827	0	0	0	0	0	1	0	1	1
clonotype1828	0	0	0	0	0	1	0	1	1
clonotype1829	0	0	0	0	0	1	0	1	1
clonotype1830	0	0	0	0	0	1	0	1	1
clonotype1831	0	0	0	0	0	1	0	1	1
clonotype1832	0	0	0	0	0	1	0	1	1
clonotype1833	0	0	0	0	0	1	0	1	1
clonotype1834	0	0	0	0	0	1	0	1	1
clonotype1835	0	0	0	0	0	1	0	1	1
clonotype1836	0	0	0	0	0	1	0	1	1
clonotype1837	0	0	0	0	0	1	0	1	1
clonotype1838	0	0	0	0	0	1	0	1	1
clonotype1839	0	0	0	0	0	1	0	1	1
clonotype1840	0	0	0	0	0	1	0	1	1
clonotype1841	0	0	0	0	0	1	0	1	1
clonotype1842	0	0	0	0	0	1	0	1	1
clonotype1843	0	0	0	0	0	1	0	1	1
clonotype1844	0	0	0	0	0	1	0	1	1
clonotype1845	0	0	0	0	0	1	0	1	1
clonotype1846	0	0	0	0	0	1	0	1	1
clonotype1847	0	0	0	0	0	1	0	1	1
clonotype1848	0	0	0	0	0	1	0	1	1
clonotype1849	0	0	0	0	0	1	0	1	1
clonotype1850	0	0	0	0	0	1	0	1	1
clonotype1851	0	0	0	0	0	1	0	1	1
clonotype1852	0	0	0	0	0	1	0	1	1
clonotype1853	0	0	0	0	0	1	0	1	1
clonotype1854	0	0	0	0	0	1	0	1	1
clonotype1855	0	0	0	0	0	1	0	1	1
clonotype1856	0	0	0	0	0	1	0	1	1
clonotype1857	0	0	0	0	0	1	0	1	1
clonotype1858	0	0	0	0	0	1	0	1	1
clonotype1859	0	0	0	0	0	1	0	1	1
clonotype1860	0	0	0	0	0	1	0	1	1
clonotype1861	0	0	0	0	0	1	0	1	1
clonotype1862	0	0	0	0	0	1	0	1	1
clonotype1863	0	0	0	0	0	1	0	1	1
clonotype1864	0	0	0	0	0	1	0	1	1
clonotype1865	0	0	0	0	0	1	0	1	1
clonotype1866	0	0	0	0	0	1	0	1	1
clonotype1867	0	0	0	0	0	1	0	1	1
clonotype1868	0	0	0	0	0	1	0	1	1
clonotype1869	0	0	0	0	0	1	0	1	1
clonotype1870	0	0	0	0	0	1	0	1	1
clonotype1871	0	0	0	0	0	1	0	1	1
clonotype1872	0	0	0	0	0	1	0	1	1
clonotype1873	0	0	0	0	0	1	0	1	1
clonotype1874	0	0	0	0	0	1	0	1	1
clonotype1875	0	0	0	0	0	1	0	1	1
clonotype1876	0	0	0	0	0	1	0	1	1
clonotype1877	0	0	0	0	0	1	0	1	1
clonotype1878	0	0	0	0	0	1	0	1	1
clonotype1879	0	0	0	0	0	1	0	1	1
clonotype1880	0	0	0	0	0	1	0	1	1
clonotype1881	0	0	0	0	0	1	0	1	1
clonotype1882	0	0	0	0	0	1	0	1	1
clonotype1883	0	0	0	0	0	1	0	1	1
clonotype1884	0	0	0	0	0	1	0	1	1
clonotype1885	0	0	0	0	0	1	0	1	1
clonotype1886	0	0	0	0	0	1	0	1	1
clonotype1887	0	0	0	0	0	1	0	1	1
clonotype1888	0	0	0	0	0	1	0	1	1
clonotype1889	0	0	0	0	0	1	0	1	1
clonotype1890	0	0	0	0	0	1	0	1	0
clonotype1891	0	0	0	0	0	1	0	1	1
clonotype1892	0	0	0	0	0	1	0	1	1
clonotype1893	0	0	0	0	0	1	0	1	1
clonotype1894	0	0	0	0	0	1	0	1	1
clonotype1895	0	0	0	0	0	1	0	1	1
clonotype1896	0	0	0	0	0	1	0	1	1
clonotype1897	0	0	0	0	0	1	0	1	1
clonotype1898	0	0	0	0	0	1	0	1	1
clonotype1899	0	0	0	0	0	1	0	1	1
clonotype1900	0	0	0	0	0	1	0	1	1
clonotype1901	0	0	0	0	0	1	0	1	1
clonotype1902	0	0	0	0	0	1	0	1	1
clonotype1903	0	0	0	0	0	1	0	1	1
clonotype1904	0	0	0	0	0	1	0	1	1
clonotype1905	0	0	0	0	0	1	0	1	1
clonotype1906	0	0	0	0	0	1	0	1	1
clonotype1907	0	0	0	0	0	1	0	1	1
clonotype1908	0	0	0	0	0	1	0	1	1
clonotype1909	0	0	0	0	0	1	0	1	1
clonotype1910	0	0	0	0	0	1	0	1	1
clonotype1911	0	0	0	0	0	1	0	1	1
clonotype1912	0	0	0	0	0	1	0	1	1
clonotype1913	0	0	0	0	0	1	0	1	1
clonotype1914	0	0	0	0	0	1	0	1	1
clonotype1915	0	0	0	0	0	1	0	1	1
clonotype1916	0	0	0	0	0	1	0	1	1
clonotype1917	0	0	0	0	0	1	0	1	1
clonotype1918	0	0	0	0	0	1	0	1	1
clonotype1919	0	0	0	0	0	1	0	1	1
clonotype1920	0	0	0	0	0	1	0	1	1
clonotype1921	0	0	0	0	0	1	0	1	1
clonotype1922	0	0	0	0	0	1	0	1	0
clonotype1923	0	0	0	0	0	1	0	1	1
clonotype1924	0	0	0	0	0	1	0	1	1
clonotype1925	0	0	0	0	0	1	0	1	1
clonotype1926	0	0	0	0	0	1	0	1	1
clonotype1927	0	0	0	0	0	1	0	1	1
clonotype1928	0	0	0	0	0	1	0	1	1
clonotype1929	0	0	0	0	0	1	0	1	1
clonotype1930	0	0	0	0	0	1	0	1	1
clonotype1931	0	0	0	0	0	1	0	1	1
clonotype1932	0	0	0	0	0	1	0	1	1
clonotype1933	0	0	0	0	0	1	0	1	1
clonotype1934	0	0	0	0	0	1	0	1	1
clonotype1935	0	0	0	0	0	1	0	1	1
clonotype1936	0	0	0	0	0	1	0	1	1
clonotype1937	0	0	0	0	0	1	0	1	1
clonotype1938	0	0	0	0	0	1	0	1	1
clonotype1939	0	0	0	0	0	1	0	1	1
clonotype1940	0	0	0	0	0	1	0	1	1
clonotype1941	0	0	0	0	0	1	0	1	1
clonotype1942	0	0	0	0	0	1	0	1	1
clonotype1943	0	0	0	0	0	1	0	1	1
clonotype1944	0	0	0	0	0	1	0	1	1
clonotype1945	0	0	0	0	0	1	0	1	1
clonotype1946	0	0	0	0	0	1	0	1	1
clonotype1947	0	0	0	0	0	1	0	1	1
clonotype1948	0	0	0	0	0	1	0	1	1
clonotype1949	0	0	0	0	0	1	0	1	1
clonotype1950	0	0	0	0	0	1	0	1	1
clonotype1951	0	0	0	0	0	1	0	1	1
clonotype1952	0	0	0	0	0	1	0	1	1
clonotype1953	0	0	0	0	0	1	0	1	1
clonotype1954	0	0	0	0	0	1	0	1	1
clonotype1955	0	0	0	0	0	1	0	1	1
clonotype1956	0	0	0	0	0	1	0	1	1
clonotype1957	0	0	0	0	0	1	0	1	1
clonotype1958	0	0	0	0	0	1	0	1	1
clonotype1959	0	0	0	0	0	1	0	1	1
clonotype1960	0	0	0	0	0	1	0	1	1
clonotype1961	0	0	0	0	0	1	0	1	1
clonotype1962	0	0	0	0	0	1	0	1	1
clonotype1963	0	0	0	0	0	1	0	1	1
clonotype1964	0	0	0	0	0	1	0	1	1
clonotype1965	0	0	0	0	0	1	0	1	1
clonotype1966	0	0	0	0	0	1	0	1	1
clonotype1967	0	0	0	0	0	1	0	1	1
clonotype1968	0	0	0	0	0	1	0	1	1
clonotype1969	0	0	0	0	0	1	0	1	1
clonotype1970	0	0	0	0	0	1	0	1	1
clonotype1971	0	0	0	0	0	1	0	1	1
clonotype1972	0	0	0	0	0	1	0	1	1
clonotype1973	0	0	0	0	0	1	0	1	0
clonotype1974	0	0	0	0	0	1	0	1	1
clonotype1975	0	0	0	0	0	1	0	1	1
clonotype1976	0	0	0	0	0	1	0	1	1
clonotype1977	0	0	0	0	0	1	0	1	1
clonotype1978	0	0	0	0	0	1	0	1	1
clonotype1979	0	0	0	0	0	1	0	1	1
clonotype1980	0	0	0	0	0	1	0	1	1
clonotype1981	0	0	0	0	0	1	0	1	1
clonotype1982	0	0	0	0	0	1	0	1	1
clonotype1983	0	0	0	0	0	1	0	1	1
clonotype1984	0	0	0	0	0	1	0	1	1
clonotype1985	0	0	0	0	0	1	0	1	1
clonotype1986	0	0	0	0	0	1	0	1	1
clonotype1987	0	0	0	0	0	1	0	1	1
clonotype1988	0	0	0	0	0	1	0	1	1
clonotype1989	0	0	0	0	0	1	0	1	1
clonotype1990	0	0	0	0	0	1	0	1	1
clonotype1991	0	0	0	0	0	1	0	1	1
clonotype1992	0	0	0	0	0	1	0	1	1
clonotype1993	0	0	0	0	0	1	0	1	1
clonotype1994	0	0	0	0	0	1	0	1	1
clonotype1995	0	0	0	0	0	1	0	1	1
clonotype1996	0	0	0	0	0	1	0	1	1
clonotype1997	0	0	0	0	0	1	0	1	1
clonotype1998	0	0	0	0	0	1	0	1	1
clonotype1999	0	0	0	0	0	1	0	1	1
clonotype2000	0	0	0	0	0	1	0	1	1
clonotype2001	0	0	0	0	0	1	0	1	1
clonotype2002	0	0	0	0	0	1	0	1	1
clonotype2003	0	0	0	0	0	1	0	1	1
clonotype2004	0	0	0	0	0	1	0	1	1
clonotype2005	0	0	0	0	0	1	0	1	1
clonotype2006	0	0	0	0	0	1	0	1	1
clonotype2007	0	0	0	0	0	1	0	1	1
clonotype2008	0	0	0	0	0	1	0	1	1
clonotype2009	0	0	0	0	0	1	0	1	1
clonotype2010	0	0	0	0	0	1	0	1	1
clonotype2011	0	0	0	0	0	1	0	1	1
clonotype2012	0	0	0	0	0	1	0	1	1
clonotype2013	0	0	0	0	0	1	0	1	1
clonotype2014	0	0	0	0	0	1	0	1	1
clonotype2015	0	0	0	0	0	1	0	1	1
clonotype2016	0	0	0	0	0	1	0	1	1
clonotype2017	0	0	0	0	0	1	0	1	1
clonotype2018	0	0	0	0	0	1	0	1	1
clonotype2019	0	0	0	0	0	1	0	1	1
clonotype2020	0	0	0	0	0	1	0	1	1
clonotype2021	0	0	0	0	0	1	0	1	1
clonotype2022	0	0	0	0	0	1	0	1	1
clonotype2023	0	0	0	0	0	1	0	1	1
clonotype2024	0	0	0	0	0	1	0	1	1
clonotype2025	0	0	0	0	0	1	0	1	1
clonotype2026	0	0	0	0	0	0	0	1	1
clonotype2027	0	0	0	0	0	0	0	1	0
clonotype2028	0	0	0	0	0	0	0	1	1
clonotype2029	0	0	0	0	0	0	0	1	1
clonotype2030	0	0	0	0	0	0	0	1	1
clonotype2031	0	0	0	0	0	0	0	1	1
clonotype2032	0	0	0	0	0	0	0	1	1
clonotype2033	0	0	0	0	0	0	0	1	1
clonotype2034	0	0	0	0	0	0	0	1	1
clonotype2035	0	0	0	0	0	0	0	1	1
clonotype2036	0	0	0	0	0	0	0	1	1
clonotype2037	0	0	0	0	0	0	0	1	1
clonotype2038	0	0	0	0	0	0	0	1	1
clonotype2039	0	0	0	0	0	0	0	1	1
clonotype2040	0	0	0	0	0	0	0	1	1
clonotype2041	0	0	0	0	0	0	0	1	1
clonotype2042	0	0	0	0	0	0	0	1	1
clonotype2043	0	0	0	0	0	0	0	1	1
clonotype2044	0	0	0	0	0	0	0	1	1
clonotype2045	0	0	0	0	0	0	0	1	1
clonotype2046	0	0	0	0	0	0	0	1	1
clonotype2047	0	0	0	0	0	0	0	1	1
clonotype2048	0	0	0	0	0	0	0	1	1
clonotype2049	0	0	0	0	0	0	0	1	0
clonotype2050	0	0	0	0	0	0	0	1	1
clonotype2051	0	0	0	0	0	0	0	1	1
clonotype2052	0	0	0	0	0	0	0	1	1
clonotype2053	0	0	0	0	0	0	0	1	1
clonotype2054	0	0	0	0	0	0	0	1	1
clonotype2055	0	0	0	0	0	0	0	1	1
clonotype2056	0	0	0	0	0	0	0	1	1
clonotype2057	0	0	0	0	0	0	0	1	1
clonotype2058	0	0	0	0	0	0	0	1	1
clonotype2059	0	0	0	0	0	0	0	1	1
clonotype2060	0	0	0	0	0	0	0	1	1
clonotype2061	0	0	0	0	0	0	0	1	1
clonotype2062	0	0	0	0	0	0	0	1	1
clonotype2063	0	0	0	0	0	0	0	1	1
clonotype2064	0	0	0	0	0	0	0	1	1
clonotype2065	0	0	0	0	0	0	0	1	1
clonotype2066	0	0	0	0	0	0	0	1	1
clonotype2067	0	0	0	0	0	0	0	1	1
clonotype2068	0	0	0	0	0	0	0	1	1
clonotype2069	0	0	0	0	0	0	0	1	1
clonotype2070	0	0	0	0	0	0	0	1	1
clonotype2071	0	0	0	0	0	0	0	1	1
clonotype2072	0	0	0	0	0	0	0	1	1
clonotype2073	0	0	0	0	0	0	0	1	1
clonotype2074	0	0	0	0	0	0	0	1	1
clonotype2075	0	0	0	0	0	0	0	1	1
clonotype2076	0	0	0	0	0	0	0	1	1
clonotype2077	0	0	0	0	0	0	0	1	1
clonotype2078	0	0	0	0	0	0	0	1	1
clonotype2079	0	0	0	0	0	0	0	1	1
clonotype2080	0	0	0	0	0	0	0	1	1
clonotype2081	0	0	0	0	0	0	0	1	1
clonotype2082	0	0	0	0	0	0	0	1	1
clonotype2083	0	0	0	0	0	0	0	1	1
clonotype2084	0	0	0	0	0	0	0	1	1
clonotype2085	0	0	0	0	0	0	0	1	1
clonotype2086	0	0	0	0	0	0	0	1	1
clonotype2087	0	0	0	0	0	0	0	1	1
clonotype2088	0	0	0	0	0	0	0	1	1
clonotype2089	0	0	0	0	0	0	0	1	1
clonotype2090	0	0	0	0	0	0	0	1	1
clonotype2091	0	0	0	0	0	0	0	1	1
clonotype2092	0	0	0	0	0	0	0	1	1
clonotype2093	0	0	0	0	0	0	0	1	1
clonotype2094	0	0	0	0	0	0	0	1	1
clonotype2095	0	0	0	0	0	0	0	1	1
clonotype2096	0	0	0	0	0	0	0	1	1
clonotype2097	0	0	0	0	0	0	0	0	1
clonotype2098	0	0	0	0	0	0	0	1	1
clonotype2099	0	0	0	0	0	0	0	1	1
clonotype2100	0	0	0	0	0	0	0	1	1
clonotype2101	0	0	0	0	0	0	0	1	1
clonotype2102	0	0	0	0	0	0	0	1	1
clonotype2103	0	0	0	0	0	0	0	1	1
clonotype2104	0	0	0	0	0	0	0	1	1
clonotype2105	0	0	0	0	0	0	0	1	1
clonotype2106	0	0	0	0	0	0	0	1	1
clonotype2107	0	0	0	0	0	0	0	1	1
clonotype2108	0	0	0	0	0	0	0	1	1
clonotype2109	0	0	0	0	0	0	0	1	1
clonotype2110	0	0	0	0	0	0	0	1	1
clonotype2111	0	0	0	0	0	0	0	1	1
clonotype2112	0	0	0	0	0	0	0	1	1
clonotype2113	0	0	0	0	0	0	0	1	1
clonotype2114	0	0	0	0	0	0	0	1	1
clonotype2115	0	0	0	0	0	0	0	1	1
clonotype2116	0	0	0	0	0	0	0	1	1
clonotype2117	0	0	0	0	0	0	0	1	1
clonotype2118	0	0	0	0	0	0	0	1	1
clonotype2119	0	0	0	0	0	0	0	1	1
clonotype2120	0	0	0	0	0	0	0	1	1
clonotype2121	0	0	0	0	0	0	0	1	1
clonotype2122	0	0	0	0	0	0	0	1	1
clonotype2123	0	0	0	0	0	0	0	1	1
clonotype2124	0	0	0	0	0	0	0	1	1
clonotype2125	0	0	0	0	0	0	0	1	1
clonotype2126	0	0	0	0	0	0	0	1	1
clonotype2127	0	0	0	0	0	0	0	1	1
clonotype2128	0	0	0	0	0	0	0	1	1
clonotype2129	0	0	0	0	0	0	0	1	1
clonotype2130	0	0	0	0	0	0	0	0	1
clonotype2131	0	0	0	0	0	0	0	0	1
clonotype2132	0	0	0	0	0	0	0	0	1
clonotype2133	0	0	0	0	0	0	0	0	1
clonotype2134	0	0	0	0	0	0	0	0	1
clonotype2135	0	0	0	0	0	0	0	0	1
clonotype2136	0	0	0	0	0	0	0	0	1
clonotype2137	0	0	0	0	0	0	0	0	1
clonotype2138	0	0	0	0	0	0	0	0	1
clonotype2139	0	0	0	0	0	0	0	0	1
clonotype2140	0	0	0	0	0	0	0	0	1
clonotype2141	0	0	0	0	0	0	0	0	1
clonotype2142	0	0	0	0	0	0	0	0	1
clonotype2143	0	0	0	0	0	0	0	0	1
clonotype2144	0	0	0	0	0	0	0	0	1
clonotype2145	0	0	0	0	0	0	0	0	1
clonotype2146	0	0	0	0	0	0	0	0	1
clonotype2147	0	0	0	0	0	0	0	0	1
clonotype2148	0	0	0	0	0	0	0	0	1
clonotype2149	0	0	0	0	0	0	0	0	1
clonotype2150	0	0	0	0	0	0	0	0	1
clonotype2151	0	0	0	0	0	0	0	0	1
clonotype2152	0	0	0	0	0	0	0	0	1
clonotype2153	0	0	0	0	0	0	0	0	1
clonotype2154	0	0	0	0	0	0	0	0	1
clonotype2155	0	0	0	0	0	0	0	0	1
clonotype2156	0	0	0	0	0	0	0	0	1
clonotype2157	0	0	0	0	0	0	0	0	1
clonotype2158	0	0	0	0	0	0	0	0	1
clonotype2159	0	0	0	0	0	0	0	0	1
clonotype2160	0	0	0	0	0	0	0	0	1
clonotype2161	0	0	0	0	0	0	0	0	0
clonotype2162	0	0	0	0	0	0	0	0	1
clonotype2163	0	0	0	0	0	0	0	0	1
clonotype2164	0	0	0	0	0	0	0	0	1
clonotype2165	0	0	0	0	0	0	0	0	1
clonotype2166	0	0	0	0	0	0	0	0	1
clonotype2167	0	0	0	0	0	0	0	0	1
clonotype2168	0	0	0	0	0	0	0	0	1
clonotype2169	0	0	0	0	0	0	0	0	1
clonotype2170	0	0	0	0	0	0	0	0	1
clonotype2171	0	0	0	0	0	0	0	0	1
clonotype2172	0	0	0	0	0	0	0	0	1
clonotype2173	0	0	0	0	0	0	0	0	1
clonotype2174	0	0	0	0	0	0	0	0	1
clonotype2175	0	0	0	0	0	0	0	0	1
clonotype2176	0	0	0	0	0	0	0	0	1
clonotype2177	0	0	0	0	0	0	0	0	1
clonotype2178	0	0	0	0	0	0	0	0	1
clonotype2179	0	0	0	0	0	0	0	0	1
clonotype2180	0	0	0	0	0	0	0	0	1
clonotype2181	0	0	0	0	0	0	0	0	1
clonotype2182	0	0	0	0	0	0	0	0	1
clonotype2183	0	0	0	0	0	0	0	0	1
clonotype2184	0	0	0	0	0	0	0	0	1
clonotype2185	0	0	0	0	0	0	0	0	1
clonotype2186	0	0	0	0	0	0	0	0	1
clonotype2187	0	0	0	0	0	0	0	0	1
clonotype2188	0	0	0	0	0	0	0	0	1
clonotype2189	0	0	0	0	0	0	0	0	1
clonotype2190	0	0	0	0	0	0	0	0	1
clonotype2191	0	0	0	0	0	0	0	0	1
clonotype2192	0	0	0	0	0	0	0	0	1
clonotype2193	0	0	0	0	0	0	0	0	1
clonotype2194	0	0	0	0	0	0	0	0	1
clonotype2195	0	0	0	0	0	0	0	0	1
clonotype2196	0	0	0	0	0	0	0	0	1
clonotype2197	0	0	0	0	0	0	0	0	1
clonotype2198	0	0	0	0	0	0	0	0	1
clonotype2199	0	0	0	0	0	0	0	0	1
clonotype2200	0	0	0	0	0	0	0	0	1
clonotype2201	0	0	0	0	0	0	0	0	1
clonotype2202	0	0	0	0	0	0	0	0	1
clonotype2203	0	0	0	0	0	0	0	0	1
clonotype2204	0	0	0	0	0	0	0	0	1
clonotype2205	0	0	0	0	0	0	0	0	1
clonotype2206	0	0	0	0	0	0	0	0	1
clonotype2207	0	0	0	0	0	0	0	0	1
clonotype2208	0	0	0	0	0	0	0	0	1
clonotype2209	0	0	0	0	0	0	0	0	1
clonotype2210	0	0	0	0	0	0	0	0	1
clonotype2211	0	0	0	0	0	0	0	0	1
clonotype2212	0	0	0	0	0	0	0	0	1
clonotype2213	0	0	0	0	0	0	0	0	1
clonotype2214	0	0	0	0	0	0	0	0	1
clonotype2215	0	0	0	0	0	0	0	0	1
clonotype2216	0	0	0	0	0	0	0	0	1
clonotype2217	0	0	0	0	0	0	0	0	1
clonotype2218	0	0	0	0	0	0	0	0	1
clonotype2219	0	0	0	0	0	0	0	0	1
clonotype2220	0	0	0	0	0	0	0	0	1
clonotype2221	0	0	0	0	0	0	0	0	1
clonotype2222	0	0	0	0	0	0	0	0	1
clonotype2223	0	0	0	0	0	0	0	0	1
clonotype2224	0	0	0	0	0	0	0	0	0
clonotype2225	0	0	0	0	0	0	0	0	1
clonotype2226	0	0	0	0	0	0	0	0	1
clonotype2227	0	0	0	0	0	0	0	0	1
clonotype2228	0	0	0	0	0	0	0	0	1
clonotype2229	0	0	0	0	0	0	0	0	1
clonotype2230	0	0	0	0	0	0	0	0	1
clonotype2231	0	0	0	0	0	0	0	0	1
clonotype2232	0	0	0	0	0	0	0	0	1
clonotype2233	0	0	0	0	0	0	0	0	1
clonotype2234	0	0	0	0	0	0	0	0	1
clonotype2235	0	0	0	0	0	0	0	0	0
clonotype2236	0	0	0	0	0	0	0	0	1
clonotype2237	0	0	0	0	0	0	0	0	1
clonotype2238	0	0	0	0	0	0	0	0	1
clonotype2239	0	0	0	0	0	0	0	0	1
clonotype2240	0	0	0	0	0	0	0	0	1
clonotype2241	0	0	0	0	0	0	0	0	1
clonotype2242	0	0	0	0	0	0	0	0	1
clonotype2243	0	0	0	0	0	0	0	0	1
clonotype2244	0	0	0	0	0	0	0	0	1
clonotype2245	0	0	0	0	0	0	0	0	1
clonotype2246	0	0	0	0	0	0	0	0	1
clonotype2247	0	0	0	0	0	0	0	0	1
clonotype2248	0	0	0	0	0	0	0	0	1
clonotype2249	0	0	0	0	0	0	0	0	1
clonotype2250	0	0	0	0	0	0	0	0	1
clonotype2251	0	0	0	0	0	0	0	0	1
clonotype2252	0	0	0	0	0	0	0	0	1
clonotype2253	0	0	0	0	0	0	0	0	1
clonotype2254	0	0	0	0	0	0	0	0	1
clonotype2255	0	0	0	0	0	0	0	0	1
clonotype2256	0	0	0	0	0	0	0	0	1
clonotype2257	0	0	0	0	0	0	0	0	1
clonotype2258	0	0	0	0	0	0	0	0	1
clonotype2259	0	0	0	0	0	0	0	0	1
clonotype2260	0	0	0	0	0	0	0	0	1
clonotype2261	0	0	0	0	0	0	0	0	1
